Sex,Race/Ethnicity,Age,Year,Survival Time,5-Year Relative Survival Rate (Percent Survivng),5-Year Relative Survival Rate Lower Confidence Interval,5-Year Relative Survival Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,Black (includes Hispanic),Ages < 50,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 50,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 50,5 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2000,75.2371,74.1105,76.3228,2000-2009,0.4068,0.2881,0.5254,Trend is Rising
Male,Black (includes Hispanic),Ages 50-64,1 year,2001,75.5652,74.4726,76.6186,2009-2015,-0.1762,-0.3607,0.0084,Stable
Male,Black (includes Hispanic),Ages 50-64,1 year,2002,76.9849,75.935,77.9959,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2003,75.8673,74.8116,76.8859,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2004,76.9887,75.9523,77.9872,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2005,77.3457,76.2827,78.368,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2006,78.8284,77.8628,79.7575,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2007,79.1068,78.1751,80.0041,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2008,79.2968,78.39,80.1706,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2009,79.8728,78.9896,80.7235,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2010,79.3929,78.5045,80.2492,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2011,80.4834,79.6199,81.3147,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2012,78.4073,77.4994,79.2836,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2013,79.1776,78.2778,80.0451,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2014,78.8274,77.9152,79.707,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2015,80.1403,79.2428,81.0038,,,,,
Male,Black (includes Hispanic),Ages 50-64,1 year,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2000,64.8176,63.5202,66.082,2000-2009,0.5548,0.3927,0.7168,Trend is Rising
Male,Black (includes Hispanic),Ages 50-64,3 years,2001,65.3265,64.067,66.5541,2009-2015,-0.2426,-0.4968,0.0116,Stable
Male,Black (includes Hispanic),Ages 50-64,3 years,2002,67.1375,65.9173,68.3252,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2003,65.6775,64.4609,66.8637,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2004,67.1627,65.9601,68.3337,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2005,67.3585,66.1221,68.5612,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2006,69.0874,67.9522,70.1916,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2007,69.4189,68.3217,70.4868,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2008,68.9465,67.8737,69.9918,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2009,69.8931,68.8451,70.9138,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2010,69.9703,68.9253,70.9879,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2011,70.3728,69.3407,71.3776,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2012,67.0406,65.9652,68.0907,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2013,67.8737,66.7952,68.9257,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,3 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2000,61.177,59.7921,62.5301,2000-2009,0.5982,0.4234,0.773,Trend is Rising
Male,Black (includes Hispanic),Ages 50-64,5 years,2001,61.9641,60.6196,63.2775,2009-2015,-0.2625,-0.5377,0.0127,Stable
Male,Black (includes Hispanic),Ages 50-64,5 years,2002,63.7457,62.4387,65.0209,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2003,62.8737,61.5785,64.1389,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2004,63.1407,61.8532,64.3981,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2005,63.2506,61.9278,64.5415,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2006,65.7954,64.5783,66.982,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2007,65.7793,64.6012,66.9288,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2008,65.5693,64.4207,66.6911,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2009,66.6465,65.5215,67.7444,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2010,65.9997,64.8729,67.1,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2011,66.6128,65.4964,67.7024,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2012,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2013,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 50-64,5 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2000,73.347,72.221,74.4359,2000-2010,0.1695,0.0644,0.2747,Trend is Rising
Male,Black (includes Hispanic),Ages 65+,1 year,2001,73.367,72.2576,74.4402,2010-2015,-0.4602,-0.702,-0.2185,Trend is Falling
Male,Black (includes Hispanic),Ages 65+,1 year,2002,73.6547,72.5321,74.7399,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2003,73.3514,72.2227,74.4427,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2004,73.5891,72.476,74.6654,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2005,74.2762,73.1049,75.4055,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2006,75.0452,73.9449,76.1068,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2007,74.1734,73.0752,75.2347,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2008,74.4765,73.3805,75.5352,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2009,75.1326,74.0552,76.1728,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2010,75.6456,74.5712,76.682,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2011,75.6743,74.6018,76.7089,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2012,74.2471,73.1647,75.2934,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2013,74.2667,73.1681,75.3282,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2014,73.2539,72.1396,74.3319,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2015,73.7479,72.6672,74.7937,,,,,
Male,Black (includes Hispanic),Ages 65+,1 year,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2000,64.0247,62.6466,65.3669,2000-2010,0.2147,0.0815,0.3479,Trend is Rising
Male,Black (includes Hispanic),Ages 65+,3 years,2001,64.5616,63.2068,65.8808,2010-2015,-0.5817,-0.8872,-0.2762,Trend is Falling
Male,Black (includes Hispanic),Ages 65+,3 years,2002,65.7986,64.4296,67.1292,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2003,63.254,61.8832,64.5905,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2004,64.9737,63.6242,66.2872,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2005,66.1058,64.6859,67.4837,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2006,66.5692,65.2342,67.8663,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2007,65.7566,64.4361,67.0413,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2008,65.8678,64.5481,67.1515,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2009,66.1812,64.8821,67.445,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2010,65.7547,64.4551,67.0196,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2011,66.7066,65.4116,67.9657,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2012,63.8674,62.5706,65.1326,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2013,63.8525,62.5335,65.1388,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,3 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2000,60.6117,59.0428,62.1412,2000-2010,0.23,0.0872,0.3727,Trend is Rising
Male,Black (includes Hispanic),Ages 65+,5 years,2001,60.895,59.353,62.3984,2010-2015,-0.6227,-0.9497,-0.2957,Trend is Falling
Male,Black (includes Hispanic),Ages 65+,5 years,2002,62.7089,61.1471,64.2275,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2003,60.0645,58.5158,61.5758,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2004,61.1429,59.6167,62.6308,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2005,62.3341,60.7304,63.893,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2006,62.7659,61.2599,64.2316,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2007,62.7818,61.2976,64.2268,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2008,62.1908,60.7107,63.633,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2009,62.18,60.723,63.6003,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2010,62.0291,60.5723,63.4494,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2011,62.4091,60.951,63.83,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2012,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2013,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65+,5 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2000,91.274,84.9935,95.0021,2000-2015,0.3933,0.178,0.6085,Trend is Rising
Male,Black (includes Hispanic),Ages <15,1 year,2001,86.5194,79.7514,91.1493,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2002,85.4248,79.1026,89.9547,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2003,83.3689,76.621,88.3165,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2004,92.0518,86.5486,95.3631,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2005,91.5428,85.9826,94.9612,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2006,93.8241,88.2469,96.802,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2007,92.1668,86.3844,95.5557,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2008,88.8579,83.7366,92.4388,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2009,91.9983,86.7068,95.2406,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2010,90.8387,85.3749,94.3283,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2011,91.0265,85.642,94.4564,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2012,94.374,89.8875,96.9039,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2013,92.2139,86.8439,95.4488,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2014,91.004,85.2038,94.6016,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2015,88.0164,81.3189,92.4231,,,,,
Male,Black (includes Hispanic),Ages <15,1 year,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2000,72.7841,64.3887,79.5142,2000-2015,0.763,0.3487,1.1773,Trend is Rising
Male,Black (includes Hispanic),Ages <15,3 years,2001,72.8604,64.8087,79.363,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2002,71.8428,64.3708,78.0165,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2003,74.0862,66.5376,80.1857,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2004,78.9053,71.6631,84.4959,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2005,74.2904,66.778,80.3541,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2006,87.5033,80.7301,92.0121,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2007,85.4343,78.5461,90.2467,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2008,81.3082,75.3172,85.9804,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2009,78.5286,71.5249,84.0018,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2010,80.8028,73.9938,85.9969,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2011,83.8301,77.3248,88.6056,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2012,84.5538,78.4227,89.0636,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2013,87.0281,80.6652,91.4074,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,3 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2000,69.846,61.2925,76.8662,2000-2015,0.8588,0.3929,1.3247,Trend is Rising
Male,Black (includes Hispanic),Ages <15,5 years,2001,70.8823,62.709,77.5849,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2002,69.5343,61.9419,75.9087,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2003,69.124,61.3006,75.6816,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2004,75.196,67.657,81.2215,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2005,71.8648,64.1988,78.1693,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2006,86.1571,79.1635,90.9361,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2007,79.9956,72.4834,85.6584,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2008,76.9678,70.5994,82.132,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2009,74.385,67.0573,80.3224,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2010,80.2237,73.3495,85.4993,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2011,80.6379,73.7109,85.9132,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2012,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2013,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages <15,5 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2000,75.1506,71.887,78.0946,2000-2015,0.5471,0.4334,0.6608,Trend is Rising
Male,Black (includes Hispanic),Ages 15-39,1 year,2001,76.3849,73.0644,79.3553,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2002,77.1242,73.839,80.0537,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2003,80.0593,76.846,82.8772,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2004,78.7405,75.5658,81.5541,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2005,77.9835,74.6132,80.9645,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2006,79.3871,76.1357,82.2481,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2007,80.8488,77.7483,83.5636,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2008,80.0031,76.8368,82.786,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2009,80.8133,77.745,83.5043,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2010,84.212,81.2377,86.7537,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2011,84.9916,82.027,87.5048,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2012,84.6853,81.8459,87.116,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2013,83.8698,80.9412,86.3867,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2014,84.9974,82.1825,87.4021,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2015,81.2853,78.2395,83.9491,,,,,
Male,Black (includes Hispanic),Ages 15-39,1 year,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2000,63.0868,59.4829,66.4648,2000-2015,0.8183,0.6495,0.987,Trend is Rising
Male,Black (includes Hispanic),Ages 15-39,3 years,2001,64.0656,60.3613,67.521,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2002,61.679,57.9462,65.185,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2003,66.0833,62.3468,69.5433,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2004,64.9871,61.345,68.3783,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2005,65.573,61.7638,69.1017,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2006,67.1783,63.4661,70.604,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2007,66.8854,63.2537,70.246,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2008,69.0972,65.4891,72.4104,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2009,69.3038,65.7526,72.5664,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2010,72.238,68.6526,75.4887,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2011,71.8368,68.1799,75.1522,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2012,73.8803,70.4667,76.9656,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2013,73.1422,69.6317,76.3179,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,3 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2000,58.5618,54.8747,62.0579,2000-2015,0.8955,0.7113,1.0797,Trend is Rising
Male,Black (includes Hispanic),Ages 15-39,5 years,2001,58.7649,54.9614,62.3633,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2002,57.0386,53.2288,60.6597,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2003,61.9153,58.0737,65.5146,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2004,60.7157,56.976,64.2376,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2005,60.6619,56.7397,64.3459,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2006,62.0893,58.2545,65.6807,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2007,61.8333,58.0842,65.3521,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2008,66.8576,63.1589,70.2758,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2009,64.3579,60.6601,67.8045,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2010,68.3012,64.5574,71.7392,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2011,67.9803,64.1562,71.4904,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2012,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2013,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 15-39,5 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2000,73.7879,72.7748,74.7701,2000-2009,0.5729,0.4643,0.6815,Trend is Rising
Male,Black (includes Hispanic),Ages 40-64,1 year,2001,74.9871,74.0124,75.9315,2009-2015,-0.1007,-0.2699,0.0686,Stable
Male,Black (includes Hispanic),Ages 40-64,1 year,2002,76.0298,75.0869,76.9426,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2003,75.1416,74.19,76.064,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2004,76.5762,75.6472,77.4753,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2005,76.7963,75.8427,77.718,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2006,78.5032,77.6252,79.3515,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2007,78.9539,78.1102,79.7695,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2008,79.4143,78.5896,80.2113,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2009,79.9098,79.1081,80.6847,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2010,79.4563,78.648,80.238,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2011,80.8459,80.0603,81.6041,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2012,78.859,78.0356,79.6557,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2013,79.683,78.8621,80.4761,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2014,79.408,78.5716,80.2159,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2015,80.5199,79.6921,81.3181,,,,,
Male,Black (includes Hispanic),Ages 40-64,1 year,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2000,62.4394,61.2864,63.5691,2000-2009,0.7839,0.6352,0.9327,Trend is Rising
Male,Black (includes Hispanic),Ages 40-64,3 years,2001,63.6891,62.5706,64.7842,2009-2015,-0.1402,-0.3759,0.0955,Stable
Male,Black (includes Hispanic),Ages 40-64,3 years,2002,65.2988,64.2113,66.3624,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2003,64.2484,63.1588,65.3153,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2004,65.9799,64.9058,67.0301,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2005,66.4604,65.3588,67.5363,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2006,68.0083,66.9781,69.0142,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2007,68.7973,67.8058,69.7655,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2008,68.7762,67.8008,69.7291,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2009,69.6816,68.7312,70.6095,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2010,69.9107,68.9615,70.8374,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2011,70.7339,69.7944,71.6504,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2012,67.4872,66.5107,68.4424,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2013,68.2215,67.2338,69.1867,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,3 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2000,58.5711,57.3524,59.7681,2000-2009,0.8438,0.6837,1.004,Trend is Rising
Male,Black (includes Hispanic),Ages 40-64,5 years,2001,60.1461,58.9618,61.3082,2009-2015,-0.1519,-0.4073,0.1035,Stable
Male,Black (includes Hispanic),Ages 40-64,5 years,2002,61.8284,60.6738,62.9602,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2003,61.1493,59.9972,62.2795,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2004,61.9021,60.7603,63.0215,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2005,62.3062,61.1352,63.4533,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2006,64.5272,63.429,65.6019,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2007,65.1872,64.1284,66.2234,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2008,65.2967,64.256,66.3155,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2009,66.3588,65.3427,67.353,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2010,65.8624,64.8421,66.8612,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2011,66.9792,65.9655,67.9705,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2012,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2013,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 40-64,5 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2000,76.4881,75.1395,77.7747,2000-2009,0.3141,0.2053,0.423,Trend is Rising
Male,Black (includes Hispanic),Ages 65-74,1 year,2001,76.8722,75.5482,78.1353,2009-2015,-0.3738,-0.549,-0.1987,Trend is Falling
Male,Black (includes Hispanic),Ages 65-74,1 year,2002,76.9832,75.6381,78.2651,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2003,77.606,76.2737,78.8742,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2004,77.255,75.9313,78.5165,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2005,78.4672,77.1008,79.7631,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2006,79.2643,78.0013,80.4641,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2007,78.8354,77.5756,80.0337,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2008,78.985,77.7235,80.1845,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2009,80.4515,79.2328,81.6072,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2010,80.1578,78.9445,81.3096,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2011,79.7143,78.4979,80.8705,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2012,78.5518,77.3285,79.718,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2013,78.6057,77.366,79.7867,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2014,77.3081,76.0471,78.5124,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2015,78.4103,77.2075,79.5584,,,,,
Male,Black (includes Hispanic),Ages 65-74,1 year,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2000,67.8524,66.218,69.4269,2000-2009,0.4133,0.2698,0.5568,Trend is Rising
Male,Black (includes Hispanic),Ages 65-74,3 years,2001,68.9177,67.3145,70.4603,2009-2015,-0.4927,-0.7238,-0.2616,Trend is Falling
Male,Black (includes Hispanic),Ages 65-74,3 years,2002,69.7383,68.1164,71.296,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2003,68.1099,66.487,69.673,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2004,68.8968,67.2979,70.4356,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2005,70.8588,69.2018,72.4452,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2006,70.8161,69.2709,72.2999,,,,,
