Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2006,63.0651,61.5364,64.6219,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2007,64.9008,63.3417,66.4884,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2008,65.7025,64.1221,67.3117,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2009,64.559,62.9831,66.1639,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2010,66.1905,64.579,67.8314,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2011,66.9334,65.3018,68.5948,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2012,66.7323,65.101,68.3935,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2013,65.6597,64.0456,67.3036,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2014,67.1525,65.5229,68.8119,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2015,67.4303,65.7951,69.0952,,,,,
Male,Non-Hispanic White,Ages 15-39,Delay-adjusted Rates,2016,68.0389,66.3963,69.7111,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2000,610.7994,606.1616,615.4639,2000-2004,-1.0357,-2.4155,0.3637,Stable
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2001,613.0959,608.5043,617.7137,2004-2007,1.4617,-2.7748,5.8827,Stable
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2002,613.9418,609.4215,618.4876,2007-2016,-1.9664,-2.3511,-1.5802,Trend is Falling
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2003,592.3942,588.0193,596.7937,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2004,595.8513,591.5139,600.2129,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2005,591.0746,586.7533,595.4202,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2006,610.056,605.7472,614.3883,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2007,619.3747,615.0828,623.6898,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2008,607.1314,602.8968,611.3891,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2009,600.2757,596.0906,604.4837,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2010,578.6684,574.5822,582.7773,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2011,578.3396,574.2699,582.4321,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2012,549.1865,545.1918,553.2043,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2013,538.7293,534.7543,542.7276,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2014,536.1973,532.215,540.2032,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2015,532.7494,528.7614,536.7612,,,,,
Male,Non-Hispanic White,Ages 40-64,Observed Rates,2016,521.4307,517.4673,525.4183,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2000,610.7994,606.1616,615.4639,2000-2004,-1.0209,-2.5744,0.5575,Stable
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2001,613.0959,608.5043,617.7137,2004-2007,1.3741,-3.3822,6.3646,Stable
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2002,613.9418,609.4215,618.4876,2007-2016,-1.6792,-2.1138,-1.2427,Trend is Falling
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2003,592.3942,588.0193,596.7937,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2004,595.8513,591.5139,600.2129,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2005,591.0746,586.7533,595.4202,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2006,610.056,605.7472,614.3883,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2007,619.3747,615.0828,623.6898,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2008,608.3245,604.0816,612.5905,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2009,602.6254,598.424,606.8499,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2010,582.0666,577.9565,586.1995,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2011,582.8655,578.764,586.9898,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2012,554.5613,550.5275,558.6181,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2013,545.0432,541.0218,549.0881,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2014,544.4819,540.4384,548.5492,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2015,543.9261,539.8548,548.0216,,,,,
Male,Non-Hispanic White,Ages 40-64,Delay-adjusted Rates,2016,538.6033,534.5099,542.7214,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2000,2751.5802,2729.9383,2773.3511,2000-2004,-2.1254,-3.7266,-0.4975,Trend is Falling
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2001,2759.8649,2738.1096,2781.75,2004-2007,1.0912,-4.1939,6.6679,Stable
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2002,2722.5639,2700.8696,2744.3891,2007-2016,-2.8073,-3.2586,-2.3538,Trend is Falling
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2003,2598.297,2577.072,2619.6533,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2004,2572.985,2551.8376,2594.264,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2005,2543.795,2522.5394,2565.185,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2006,2622.3788,2601.0685,2643.8202,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2007,2661.7455,2640.4544,2683.1653,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2008,2557.8618,2537.3565,2578.4914,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2009,2517.3668,2497.3348,2537.5192,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2010,2437.1796,2417.718,2456.7586,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2011,2413.745,2394.656,2432.9479,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2012,2252.9668,2235.0694,2270.9714,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2013,2202.3153,2185.0816,2219.6507,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2014,2127.6039,2111.0158,2144.2895,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2015,2129.4418,2113.1547,2145.8229,,,,,
Male,Non-Hispanic White,Ages 65-74,Observed Rates,2016,2072.9451,2057.1225,2088.8588,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2000,2751.5802,2729.9383,2773.3511,2000-2004,-2.1596,-3.8926,-0.3954,Trend is Falling
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2001,2759.8649,2738.1096,2781.75,2004-2007,1.3069,-4.4185,7.3751,Stable
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2002,2722.5639,2700.8696,2744.3891,2007-2014,-2.8386,-3.7533,-1.9152,Trend is Falling
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2003,2598.297,2577.072,2619.6533,2014-2016,-0.424,-5.6515,5.0932,Stable
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2004,2572.985,2551.8376,2594.264,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2005,2543.795,2522.5394,2565.185,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2006,2622.3788,2601.0685,2643.8202,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2007,2661.7455,2640.4544,2683.1653,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2008,2562.8891,2542.3434,2583.5592,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2009,2527.2684,2507.1575,2547.4999,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2010,2451.476,2431.9002,2471.1697,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2011,2432.7568,2413.5173,2452.1108,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2012,2275.1406,2257.0667,2293.3224,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2013,2228.288,2210.8509,2245.8277,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2014,2161.1901,2144.3399,2178.139,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2015,2175.9339,2159.2906,2192.6725,,,,,
Male,Non-Hispanic White,Ages 65-74,Delay-adjusted Rates,2016,2151.6167,2135.1922,2168.1345,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2000,3423.5764,3396.3898,3450.9279,2000-2007,-0.5531,-0.9638,-0.1407,Trend is Falling
Male,Non-Hispanic White,Ages 75+,Observed Rates,2001,3419.5197,3392.5868,3446.6146,2007-2016,-1.9483,-2.2285,-1.6672,Trend is Falling
Male,Non-Hispanic White,Ages 75+,Observed Rates,2002,3422.2231,3395.4894,3449.116,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2003,3332.3125,3306.1564,3358.625,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2004,3311.114,3285.1722,3337.2104,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2005,3308.594,3282.6279,3334.7149,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2006,3333.5823,3307.8824,3359.4325,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2007,3334.1154,3308.5245,3359.855,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2008,3243.5759,3218.4017,3268.8978,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2009,3164.729,3139.8983,3189.7067,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2010,3072.1569,3047.7797,3096.6798,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2011,3046.1833,3021.9999,3070.5113,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2012,2937.934,2914.3096,2961.7015,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2013,2913.0018,2889.628,2936.5169,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2014,2889.0053,2865.9012,2912.2487,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2015,2865.9301,2843.0561,2888.9417,,,,,
Male,Non-Hispanic White,Ages 75+,Observed Rates,2016,2737.7952,2715.6067,2760.1193,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2000,3423.5764,3396.3898,3450.9279,2000-2007,-0.4743,-0.8572,-0.0899,Trend is Falling
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2001,3419.5197,3392.5868,3446.6146,2007-2012,-2.0213,-2.9133,-1.1211,Trend is Falling
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2002,3422.2231,3395.4894,3449.116,2012-2016,-0.9897,-1.9143,-0.0564,Trend is Falling
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2003,3332.3125,3306.1564,3358.625,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2004,3311.114,3285.1722,3337.2104,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2005,3308.594,3282.6279,3334.7149,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2006,3333.5823,3307.8824,3359.4325,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2007,3334.1154,3308.5245,3359.855,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2008,3250.0341,3224.8097,3275.4063,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2009,3177.3676,3152.4377,3202.4449,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2010,3090.524,3066.0011,3115.1933,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2011,3070.4168,3046.041,3094.938,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2012,2967.1868,2943.3271,2991.1905,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2013,2947.8584,2924.2047,2971.6544,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2014,2935.1156,2911.6425,2958.7295,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2015,2929.3436,2905.9629,2952.8639,,,,,
Male,Non-Hispanic White,Ages 75+,Delay-adjusted Rates,2016,2842.0941,2819.0585,2865.2687,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2000,19.3533,18.4304,20.3106,2000-2016,0.4063,0.1224,0.6911,Trend is Rising
Male,Non-Hispanic White,Ages < 20,Observed Rates,2001,19.9699,19.0297,20.9447,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2002,19.9272,18.9845,20.9046,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2003,18.295,17.3887,19.2363,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2004,20.2427,19.2853,21.2355,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2005,20.2283,19.255,21.2382,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2006,19.7988,18.8403,20.7936,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2007,20.4429,19.4639,21.4585,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2008,20.093,19.1187,21.1042,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2009,20.2874,19.3005,21.3119,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2010,20.2724,19.2785,21.3045,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2011,19.8732,18.884,20.901,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2012,20.7598,19.7421,21.8166,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2013,20.6115,19.5915,21.671,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2014,20.9687,19.9341,22.0431,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2015,21.2413,20.195,22.3279,,,,,
Male,Non-Hispanic White,Ages < 20,Observed Rates,2016,19.9415,18.9242,20.9994,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2000,19.3533,18.4304,20.3106,2000-2016,0.5534,0.2783,0.8293,Trend is Rising
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2001,19.9699,19.0297,20.9447,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2002,19.9272,18.9845,20.9046,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2003,18.295,17.3887,19.2363,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2004,20.2427,19.2853,21.2355,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2005,20.2283,19.255,21.2382,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2006,19.7988,18.8403,20.7936,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2007,20.4429,19.4639,21.4585,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2008,20.1308,19.1547,21.1439,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2009,20.3658,19.3751,21.3942,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2010,20.3879,19.3884,21.4257,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2011,20.0204,19.0238,21.0557,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2012,20.9562,19.9289,22.0229,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2013,20.8458,19.8142,21.9172,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2014,21.2809,20.231,22.3712,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2015,21.6638,20.5967,22.7717,,,,,
Male,Non-Hispanic White,Ages < 20,Delay-adjusted Rates,2016,20.5817,19.5317,21.6731,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2000,586.5687,584.063,589.0824,2000-2008,-0.5114,-0.9654,-0.0553,Trend is Falling
Male,White (includes Hispanic),All Ages,Observed Rates,2001,587.0395,584.5513,589.5355,2008-2016,-2.3087,-2.7493,-1.8661,Trend is Falling
Male,White (includes Hispanic),All Ages,Observed Rates,2002,585.6888,583.2224,588.1629,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2003,564.9091,562.5065,567.3193,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2004,564.6509,562.2643,567.045,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2005,561.1216,558.7382,563.5125,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2006,570.2999,567.9351,572.672,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2007,575.5385,573.1847,577.8995,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2008,561.0156,558.7135,563.3248,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2009,550.7294,548.4693,552.9965,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2010,533.3496,531.1441,535.5619,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2011,529.022,526.8453,531.2054,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2012,502.3457,500.246,504.452,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2013,493.9558,491.8952,496.023,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2014,486.3426,484.3175,488.3742,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2015,482.4537,480.4543,484.4596,,,,,
Male,White (includes Hispanic),All Ages,Observed Rates,2016,466.759,464.8095,468.7148,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2000,586.5687,584.063,589.0824,2000-2004,-1.2853,-2.5586,0.0047,Stable
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2001,587.0395,584.5513,589.5355,2004-2007,0.8192,-3.1789,4.9823,Stable
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2002,585.6888,583.2224,588.1629,2007-2013,-2.3091,-3.1759,-1.4344,Trend is Falling
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2003,564.9091,562.5065,567.3193,2013-2016,-1.1002,-3.0685,0.9081,Stable
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2004,564.6509,562.2643,567.045,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2005,561.1216,558.7382,563.5125,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2006,570.2999,567.9351,572.672,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2007,575.5385,573.1847,577.8995,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2008,562.056,559.7496,564.3696,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2009,552.7747,550.5062,555.0502,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2010,536.3157,534.0979,538.5404,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2011,532.9492,530.7564,535.149,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2012,507.0128,504.8935,509.1388,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2013,499.4668,497.3831,501.5572,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2014,493.7486,491.6926,495.8112,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2015,492.5656,490.5242,494.6135,,,,,
Male,White (includes Hispanic),All Ages,Delay-adjusted Rates,2016,483.0059,480.9883,485.0299,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2000,77.5648,76.575,78.5641,2000-2008,0.7905,0.5246,1.0571,Trend is Rising
Male,White (includes Hispanic),Ages < 50,Observed Rates,2001,78.3789,77.3871,79.3802,2008-2016,-0.9042,-1.174,-0.6335,Trend is Falling
Male,White (includes Hispanic),Ages < 50,Observed Rates,2002,78.4645,77.4742,79.4643,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2003,77.8288,76.843,78.8242,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2004,79.7387,78.7401,80.7468,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2005,81.2068,80.1882,82.2352,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2006,80.5193,79.5106,81.5376,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2007,81.4475,80.429,82.4757,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2008,82.7246,81.6931,83.7659,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2009,81.6915,80.6624,82.7305,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2010,80.5649,79.5377,81.6019,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2011,80.1494,79.1199,81.1889,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2012,79.8007,78.7685,80.8429,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2013,78.0199,76.9941,79.0558,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2014,78.2628,77.2308,79.3051,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2015,78.0301,76.9957,79.0749,,,,,
Male,White (includes Hispanic),Ages < 50,Observed Rates,2016,75.8097,74.7882,76.8416,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,77.5648,76.575,78.5641,2000-2008,0.783,0.5266,1.04,Trend is Rising
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,78.3789,77.3871,79.3802,2008-2016,-0.634,-0.895,-0.3724,Trend is Falling
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,78.4645,77.4742,79.4643,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,77.8288,76.843,78.8242,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,79.7387,78.7401,80.7468,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,81.2068,80.1882,82.2352,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,80.5193,79.5106,81.5376,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,81.4475,80.429,82.4757,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,82.8603,81.827,83.9032,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,81.9616,80.9291,83.004,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,80.9631,79.9309,82.0053,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,80.6797,79.6434,81.7261,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,80.4601,79.4194,81.5109,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,78.7898,77.754,79.8359,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,79.3032,78.2575,80.3593,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,79.4419,78.3887,80.5055,,,,,
Male,White (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,77.9544,76.9039,79.0154,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2000,976.2856,968.425,984.1941,2000-2008,-0.291,-0.9679,0.3905,Stable
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2001,979.4027,971.6459,987.2058,2008-2016,-2.3543,-2.982,-1.7226,Trend is Falling
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2002,983.0321,975.4186,990.6902,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2003,939.1814,931.8866,946.5191,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2004,941.2674,934.0857,948.4906,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2005,930.1331,923.0453,937.2619,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2006,959.9542,952.9236,967.0238,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2007,975.7165,968.7665,982.7041,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2008,947.9326,941.1706,954.7314,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2009,937.3056,930.6793,943.9676,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2010,898.439,892.0502,904.8623,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2011,897.7141,891.4068,904.0551,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2012,841.6822,835.5898,847.8082,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2013,823.7324,817.7324,829.7657,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2014,819.753,813.7991,825.7398,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2015,810.2636,804.3697,816.1903,,,,,
Male,White (includes Hispanic),Ages 50-64,Observed Rates,2016,793.0968,787.2763,798.9501,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,976.2856,968.425,984.1941,2000-2004,-1.3703,-3.3222,0.6211,Stable
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,979.4027,971.6459,987.2058,2004-2007,1.1534,-4.7165,7.3849,Stable
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,983.0321,975.4186,990.6902,2007-2016,-2.0723,-2.5863,-1.5556,Trend is Falling
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,939.1814,931.8866,946.5191,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,941.2674,934.0857,948.4906,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,930.1331,923.0453,937.2619,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,959.9542,952.9236,967.0238,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,975.7165,968.7665,982.7041,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,949.5993,942.8253,956.41,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,940.592,933.9424,947.2773,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,903.1721,896.7497,909.6292,,,,,
Male,White (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,904.0108,897.6593,910.3963,,,,,
