Sex,Race/Ethnicity,Age,Stage at Diagnosis,Survival Time,Survival Rate (%),Survival Rate Standard Error,Survival Rate Lower Confidence Interval,Survival Rate Upper Confidence Interval
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,10 years,51.5584,1.5771,48.4225,54.6001
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Diagnosis,100,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,1 year,58.1497,1.3235,55.5079,60.6939
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,2 years,50.8702,1.4504,47.9913,53.673
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,3 years,48.4043,1.5817,45.2694,51.4643
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,4 years,45.6009,1.7224,42.1947,48.939
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,5 years,43.4772,1.8581,39.81,47.0837
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,6 years,41.5074,2.0082,37.5527,45.4113
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,7 years,40.2738,2.2651,35.8202,44.6794
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,8 years,39.4048,2.5912,34.3176,44.4449
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,9 years,37.6767,2.9453,31.9172,43.4165
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,10 years,34.8489,3.3433,28.3656,41.3983
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Diagnosis,100,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,1 year,90.1118,1.7566,86.0468,93.0403
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,2 years,84.3017,2.1481,79.5502,88.0323
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,3 years,79.0246,2.4537,73.7227,83.3782
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,4 years,75.7722,2.6194,70.1745,80.4671
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,5 years,74.9803,2.6695,69.2874,79.7737
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,6 years,74.1186,2.7333,68.3008,79.0345
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,7 years,73.0933,2.8122,67.1202,78.1601
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,8 years,73.0933,2.8122,67.1202,78.1601
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,9 years,72.6146,2.8848,66.4872,77.8109
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,10 years,72.6146,2.8848,66.4872,77.8109
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,1 year,75.6262,0.115,75.4,75.8507
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,2 years,67.8075,0.1286,67.5547,68.0589
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,3 years,63.5386,0.1367,63.27,63.8059
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,4 years,60.8605,0.1433,60.579,61.1406
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,5 years,58.8725,0.1497,58.5785,59.1652
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,6 years,57.2722,0.1563,56.9652,57.5779
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,7 years,55.9856,0.1635,55.6645,56.3053
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,8 years,54.8886,0.1715,54.5517,55.224
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,9 years,53.8594,0.1808,53.5043,54.213
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,10 years,52.825,0.1918,52.4483,53.2003
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,1 year,83.1754,0.2576,82.6636,83.6736
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,2 years,75.5191,0.2998,74.9255,76.1009
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,3 years,70.9921,0.3216,70.3565,71.617
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,4 years,68.3166,0.3347,67.6555,68.9675
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,5 years,66.3732,0.3453,65.6915,67.0451
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,6 years,65.0358,0.3538,64.3374,65.7244
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,7 years,64.0128,0.3616,63.2992,64.7166
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,8 years,63.1163,0.3699,62.3864,63.8364
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,9 years,62.3142,0.3789,61.5667,63.0518
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,10 years,61.627,0.3886,60.8603,62.3836
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,1 year,78.6935,0.1918,78.3147,79.0666
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,2 years,70.4617,0.2173,70.0335,70.8851
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,3 years,65.9761,0.2301,65.5229,66.425
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,4 years,63.217,0.2391,62.7464,63.6836
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,5 years,61.2519,0.2469,60.766,61.7338
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,6 years,59.6024,0.2549,59.1009,60.1
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,7 years,58.2474,0.2632,57.7295,58.7614
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,8 years,57.1929,0.2721,56.6577,57.7242
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,9 years,56.142,0.2827,55.5858,56.6941
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,10 years,55.2249,0.2951,54.6445,55.8011
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,1 year,71.8821,0.1656,71.556,72.2052
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,2 years,64.2534,0.1835,63.8924,64.6119
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,3 years,60.1762,0.1955,59.7918,60.5582
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,4 years,57.5387,0.2064,57.1331,57.9421
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,5 years,55.5161,0.2176,55.0885,55.9414
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,6 years,53.8612,0.2297,53.4097,54.3103
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,7 years,52.5293,0.2434,52.0511,53.005
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,8 years,51.3316,0.2589,50.8229,51.8379
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,9 years,50.2329,0.277,49.6886,50.7745
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,10 years,48.9887,0.2988,48.4015,49.573
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,1 year,90.521,0.6939,89.065,91.7922
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,2 years,85.2874,0.8482,83.5371,86.8665
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,3 years,81.8151,0.9392,79.8901,83.5752
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,4 years,80.4633,0.9745,78.4703,82.2931
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,5 years,79.5051,1.0024,77.4574,81.3897
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,6 years,78.3623,1.038,76.2448,80.3161
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,7 years,77.2719,1.076,75.0791,79.2991
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,8 years,76.4491,1.1105,74.1872,78.5424
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,9 years,76.0723,1.1281,73.7748,78.1991
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,10 years,76.0723,1.1281,73.7748,78.1991
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,1 year,87.2664,0.3717,86.5184,87.9759
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,2 years,80.4414,0.448,79.5459,81.3024
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,3 years,76.2173,0.4894,75.2418,77.1605
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,4 years,73.9138,0.5124,72.8937,74.9023
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,5 years,71.9945,0.5332,70.934,73.024
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,6 years,70.8292,0.5474,69.7409,71.8866
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,7 years,70.0576,0.5586,68.9473,71.1369
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,8 years,69.0409,0.5752,67.8979,70.1527
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,9 years,68.4974,0.5863,67.3324,69.6308
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,10 years,67.8992,0.6015,66.704,69.0619
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,1 year,78.7724,0.1715,78.4339,79.1063
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,2 years,70.4631,0.1944,70.0802,70.8421
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,3 years,65.8958,0.2058,65.4906,66.2975
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,4 years,63.0629,0.2137,62.6424,63.4801
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,5 years,61.0692,0.2204,60.6355,61.4996
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,6 years,59.4532,0.2271,59.0065,59.8968
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,7 years,58.1335,0.234,57.6733,58.5906
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,8 years,57.1269,0.2412,56.6527,57.5981
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,9 years,56.0789,0.25,55.5874,56.5673
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,10 years,55.1759,0.26,54.6647,55.6839
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,1 year,78.3011,0.2047,77.8967,78.6991
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,2 years,71.1446,0.2313,70.6884,71.5952
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,3 years,67.3028,0.2472,66.8157,67.7846
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,4 years,64.682,0.2606,64.1686,65.1901
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,5 years,62.8109,0.2735,62.2722,63.3443
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,6 years,61.318,0.2871,60.7526,61.878
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,7 years,60.0848,0.3022,59.4898,60.6742
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,8 years,59.1212,0.3191,58.4929,59.7436
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,9 years,58.0668,0.3395,57.3982,58.7291
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,10 years,56.8592,0.3649,56.1406,57.5709
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,1 year,64.5695,0.2612,64.0549,65.0788
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,2 years,56.3551,0.2855,55.7935,56.9126
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,3 years,51.9641,0.3041,51.3664,52.5583
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,4 years,49.2788,0.3227,48.6446,49.9096
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,5 years,47.0327,0.343,46.359,47.7033
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,6 years,45.1315,0.3656,44.4135,45.8466
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,7 years,43.6263,0.392,42.8566,44.3932
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,8 years,42.0535,0.4228,41.2236,42.8808
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,9 years,40.8413,0.4593,39.94,41.7402
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,10 years,39.4728,0.5033,38.4855,40.4583
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Diagnosis,100,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,1 year,90.5845,0.5781,89.3846,91.6552
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,2 years,85.0592,0.7136,83.5996,86.3996
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,3 years,81.1607,0.7966,79.5416,82.6659
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,4 years,79.673,0.8284,77.9923,81.2412
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,5 years,78.5618,0.8549,76.8293,80.1819
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,6 years,77.4717,0.8823,75.6855,79.1454
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,7 years,76.6557,0.9061,74.8223,78.3755
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,8 years,75.631,0.9401,73.7299,77.4162
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,9 years,75.3839,0.9502,73.4626,77.1885
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,10 years,75.0777,0.9663,73.1238,76.9127
Male,Black (includes Hispanic),All Ages,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),All Ages,All Stages,1 year,76.6684,0.0836,76.504,76.8318
Male,Black (includes Hispanic),All Ages,All Stages,2 years,69.8138,0.0943,69.6285,69.9982
Male,Black (includes Hispanic),All Ages,All Stages,3 years,66.4863,0.1011,66.2877,66.6841
Male,Black (includes Hispanic),All Ages,All Stages,4 years,64.2787,0.1072,64.0682,64.4883
Male,Black (includes Hispanic),All Ages,All Stages,5 years,62.745,0.1131,62.5228,62.9663
Male,Black (includes Hispanic),All Ages,All Stages,6 years,61.4946,0.1195,61.26,61.7282
Male,Black (includes Hispanic),All Ages,All Stages,7 years,60.3949,0.1264,60.1467,60.6421
Male,Black (includes Hispanic),All Ages,All Stages,8 years,59.4374,0.1341,59.174,59.6998
Male,Black (includes Hispanic),All Ages,All Stages,9 years,58.5157,0.1429,58.235,58.7953
Male,Black (includes Hispanic),All Ages,All Stages,10 years,57.6761,0.1531,57.3754,57.9756
Male,Black (includes Hispanic),Ages < 50,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages < 50,All Stages,1 year,79.2196,0.2054,78.8136,79.6189
Male,Black (includes Hispanic),Ages < 50,All Stages,2 years,70.9437,0.2328,70.4846,71.3972
Male,Black (includes Hispanic),Ages < 50,All Stages,3 years,66.7699,0.2453,66.2866,67.2481
Male,Black (includes Hispanic),Ages < 50,All Stages,4 years,64.2262,0.2536,63.7266,64.7209
Male,Black (includes Hispanic),Ages < 50,All Stages,5 years,62.5679,0.2605,62.0551,63.076
Male,Black (includes Hispanic),Ages < 50,All Stages,6 years,61.0744,0.2676,60.5475,61.5966
Male,Black (includes Hispanic),Ages < 50,All Stages,7 years,60.0207,0.2745,59.4804,60.5563
Male,Black (includes Hispanic),Ages < 50,All Stages,8 years,59.0128,0.2822,58.4573,59.5637
Male,Black (includes Hispanic),Ages < 50,All Stages,9 years,58.113,0.291,57.5404,58.6809
Male,Black (includes Hispanic),Ages < 50,All Stages,10 years,57.2426,0.3013,56.6496,57.8307
Male,Black (includes Hispanic),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages 50-64,All Stages,1 year,78.3943,0.12,78.158,78.6285
Male,Black (includes Hispanic),Ages 50-64,All Stages,2 years,71.3496,0.1355,71.0831,71.6142
Male,Black (includes Hispanic),Ages 50-64,All Stages,3 years,68.0976,0.1441,67.8143,68.379
Male,Black (includes Hispanic),Ages 50-64,All Stages,4 years,65.9852,0.1514,65.6876,66.2809
Male,Black (includes Hispanic),Ages 50-64,All Stages,5 years,64.4851,0.1584,64.1737,64.7945
Male,Black (includes Hispanic),Ages 50-64,All Stages,6 years,63.3181,0.1657,62.9923,63.6419
Male,Black (includes Hispanic),Ages 50-64,All Stages,7 years,62.2734,0.1738,61.9316,62.6131
Male,Black (includes Hispanic),Ages 50-64,All Stages,8 years,61.5243,0.1827,61.1651,61.8813
Male,Black (includes Hispanic),Ages 50-64,All Stages,9 years,60.7395,0.1932,60.3597,61.117
Male,Black (includes Hispanic),Ages 50-64,All Stages,10 years,60.0102,0.2056,59.6061,60.4118
Male,Black (includes Hispanic),Ages 65+,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages 65+,All Stages,1 year,74.0074,0.138,73.7357,74.2768
Male,Black (includes Hispanic),Ages 65+,All Stages,2 years,67.8504,0.1561,67.5433,68.1552
Male,Black (includes Hispanic),Ages 65+,All Stages,3 years,64.7417,0.1699,64.4076,65.0736
Male,Black (includes Hispanic),Ages 65+,All Stages,4 years,62.5475,0.1832,62.1873,62.9054
Male,Black (includes Hispanic),Ages 65+,All Stages,5 years,61.0194,0.1969,60.6322,61.4042
Male,Black (includes Hispanic),Ages 65+,All Stages,6 years,59.7643,0.2119,59.3477,60.1781
Male,Black (includes Hispanic),Ages 65+,All Stages,7 years,58.5692,0.2286,58.1197,59.0157
Male,Black (includes Hispanic),Ages 65+,All Stages,8 years,57.3625,0.2475,56.8758,57.8459
Male,Black (includes Hispanic),Ages 65+,All Stages,9 years,56.2451,0.2691,55.7158,56.7707
Male,Black (includes Hispanic),Ages 65+,All Stages,10 years,55.2649,0.2943,54.686,55.8397
Male,Black (includes Hispanic),Ages <15,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages <15,All Stages,1 year,90.2754,0.5865,89.0594,91.3628
Male,Black (includes Hispanic),Ages <15,All Stages,2 years,83.2597,0.744,81.7435,84.662
Male,Black (includes Hispanic),Ages <15,All Stages,3 years,79.7243,0.8091,78.084,81.257
Male,Black (includes Hispanic),Ages <15,All Stages,4 years,78.064,0.8401,76.3639,79.6585
Male,Black (includes Hispanic),Ages <15,All Stages,5 years,76.5973,0.8696,74.8401,78.2501
Male,Black (includes Hispanic),Ages <15,All Stages,6 years,75.7199,0.8894,73.924,77.4115
Male,Black (includes Hispanic),Ages <15,All Stages,7 years,75.0029,0.9081,73.1702,76.7309
Male,Black (includes Hispanic),Ages <15,All Stages,8 years,74.2662,0.9306,72.3889,76.0377
Male,Black (includes Hispanic),Ages <15,All Stages,9 years,73.4811,0.9579,71.5495,75.305
Male,Black (includes Hispanic),Ages <15,All Stages,10 years,73.4097,0.9616,71.4706,75.2406
Male,Black (includes Hispanic),Ages 15-39,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages 15-39,All Stages,1 year,80.6477,0.3732,79.904,81.3671
Male,Black (includes Hispanic),Ages 15-39,All Stages,2 years,72.3113,0.4278,71.4626,73.1397
Male,Black (includes Hispanic),Ages 15-39,All Stages,3 years,68.1616,0.4517,67.267,69.0377
Male,Black (includes Hispanic),Ages 15-39,All Stages,4 years,65.5329,0.4677,64.6074,66.4409
Male,Black (includes Hispanic),Ages 15-39,All Stages,5 years,63.7334,0.4804,62.7835,64.6665
Male,Black (includes Hispanic),Ages 15-39,All Stages,6 years,62.1117,0.4933,61.1367,63.0701
Male,Black (includes Hispanic),Ages 15-39,All Stages,7 years,61.0306,0.5041,60.0344,62.0105
Male,Black (includes Hispanic),Ages 15-39,All Stages,8 years,59.9937,0.5164,58.9735,60.9976
Male,Black (includes Hispanic),Ages 15-39,All Stages,9 years,59.0813,0.5295,58.0354,60.1108
Male,Black (includes Hispanic),Ages 15-39,All Stages,10 years,58.4083,0.5426,57.3365,59.4634
Male,Black (includes Hispanic),Ages 40-64,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages 40-64,All Stages,1 year,78.2378,0.1092,78.0229,78.4509
Male,Black (includes Hispanic),Ages 40-64,All Stages,2 years,70.9618,0.1231,70.7197,71.2023
Male,Black (includes Hispanic),Ages 40-64,All Stages,3 years,67.5331,0.1306,67.2763,67.7884
Male,Black (includes Hispanic),Ages 40-64,All Stages,4 years,65.3332,0.1368,65.0642,65.6006
Male,Black (includes Hispanic),Ages 40-64,All Stages,5 years,63.8112,0.1427,63.5308,64.0902
Male,Black (includes Hispanic),Ages 40-64,All Stages,6 years,62.5819,0.1488,62.2895,62.8729
Male,Black (includes Hispanic),Ages 40-64,All Stages,7 years,61.5307,0.1556,61.225,61.8348
Male,Black (includes Hispanic),Ages 40-64,All Stages,8 years,60.7288,0.1629,60.4087,61.0473
Male,Black (includes Hispanic),Ages 40-64,All Stages,9 years,59.9193,0.1716,59.5822,60.2547
Male,Black (includes Hispanic),Ages 40-64,All Stages,10 years,59.1269,0.1818,58.7695,59.4822
Male,Black (includes Hispanic),Ages 65-74,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages 65-74,All Stages,1 year,78.3728,0.1584,78.0605,78.6812
Male,Black (includes Hispanic),Ages 65-74,All Stages,2 years,72.592,0.1806,72.2363,72.9441
Male,Black (includes Hispanic),Ages 65-74,All Stages,3 years,69.7136,0.1964,69.3267,70.0967
Male,Black (includes Hispanic),Ages 65-74,All Stages,4 years,67.6862,0.2114,67.2699,68.0986
Male,Black (includes Hispanic),Ages 65-74,All Stages,5 years,66.3127,0.2266,65.8664,66.7548
Male,Black (includes Hispanic),Ages 65-74,All Stages,6 years,65.1944,0.2431,64.7155,65.6686
Male,Black (includes Hispanic),Ages 65-74,All Stages,7 years,64.084,0.2617,63.5684,64.5944
Male,Black (includes Hispanic),Ages 65-74,All Stages,8 years,63.1145,0.2827,62.5576,63.6658
Male,Black (includes Hispanic),Ages 65-74,All Stages,9 years,62.2206,0.3069,61.6159,62.8188
Male,Black (includes Hispanic),Ages 65-74,All Stages,10 years,61.3946,0.3353,60.7338,62.048
Male,Black (includes Hispanic),Ages 75+,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages 75+,All Stages,1 year,65.795,0.2582,65.2863,66.2983
Male,Black (includes Hispanic),Ages 75+,All Stages,2 years,58.8589,0.2899,58.2884,59.4246
Male,Black (includes Hispanic),Ages 75+,All Stages,3 years,55.2471,0.3171,54.6233,55.8662
Male,Black (includes Hispanic),Ages 75+,All Stages,4 years,52.6616,0.3449,51.9833,53.3351
Male,Black (includes Hispanic),Ages 75+,All Stages,5 years,50.7591,0.3749,50.0219,51.4913
Male,Black (includes Hispanic),Ages 75+,All Stages,6 years,49.1482,0.4084,48.3453,49.9459
Male,Black (includes Hispanic),Ages 75+,All Stages,7 years,47.6995,0.4468,46.8211,48.5722
Male,Black (includes Hispanic),Ages 75+,All Stages,8 years,45.8202,0.4902,44.8566,46.7781
Male,Black (includes Hispanic),Ages 75+,All Stages,9 years,44.0272,0.541,42.9641,45.0847
Male,Black (includes Hispanic),Ages 75+,All Stages,10 years,42.5175,0.6025,41.3339,43.6955
Male,Black (includes Hispanic),Ages < 20,All Stages,Diagnosis,100,-,-,-
Male,Black (includes Hispanic),Ages < 20,All Stages,1 year,89.9204,0.5,88.8942,90.8566
Male,Black (includes Hispanic),Ages < 20,All Stages,2 years,82.8308,0.632,81.5515,84.0302
Male,Black (includes Hispanic),Ages < 20,All Stages,3 years,78.9531,0.6913,77.5603,80.2708
Male,Black (includes Hispanic),Ages < 20,All Stages,4 years,77.2539,0.7178,75.8099,78.6243
Male,Black (includes Hispanic),Ages < 20,All Stages,5 years,75.6664,0.7446,74.1704,77.0897
Male,Black (includes Hispanic),Ages < 20,All Stages,6 years,74.4424,0.7674,72.9017,75.9105
Male,Black (includes Hispanic),Ages < 20,All Stages,7 years,73.4917,0.7875,71.9116,74.999
Male,Black (includes Hispanic),Ages < 20,All Stages,8 years,72.813,0.805,71.1982,74.3542
Male,Black (includes Hispanic),Ages < 20,All Stages,9 years,71.9156,0.8293,70.2526,73.5039
Male,Black (includes Hispanic),Ages < 20,All Stages,10 years,71.7607,0.8353,70.0859,73.3605
Male,Hispanic (any race),All Ages,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),All Ages,All Stages,1 year,77.8468,0.0876,77.6746,78.0179
Male,Hispanic (any race),All Ages,All Stages,2 years,70.9404,0.0987,70.7464,71.1333
Male,Hispanic (any race),All Ages,All Stages,3 years,67.2828,0.1054,67.0757,67.489
Male,Hispanic (any race),All Ages,All Stages,4 years,64.8897,0.111,64.6716,65.1068
Male,Hispanic (any race),All Ages,All Stages,5 years,63.1579,0.1164,62.9293,63.3855
Male,Hispanic (any race),All Ages,All Stages,6 years,61.7292,0.122,61.4896,61.9679
Male,Hispanic (any race),All Ages,All Stages,7 years,60.4724,0.1281,60.2207,60.723
Male,Hispanic (any race),All Ages,All Stages,8 years,59.3536,0.135,59.0884,59.6176
Male,Hispanic (any race),All Ages,All Stages,9 years,58.3788,0.1428,58.0984,58.6581
Male,Hispanic (any race),All Ages,All Stages,10 years,57.2891,0.1521,56.9903,57.5867
Male,Hispanic (any race),Ages < 50,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages < 50,All Stages,1 year,84.7217,0.1563,84.4126,85.0252
Male,Hispanic (any race),Ages < 50,All Stages,2 years,77.4159,0.1849,77.051,77.7759
Male,Hispanic (any race),Ages < 50,All Stages,3 years,73.6285,0.1982,73.2376,74.0147
Male,Hispanic (any race),Ages < 50,All Stages,4 years,71.2104,0.2072,70.802,71.6142
Male,Hispanic (any race),Ages < 50,All Stages,5 years,69.608,0.2139,69.1864,70.0251
