Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2000,1259.9596,1199.8766,1322.2679,2000-2009,-0.7453,-1.3209,-0.1665,Trend is Falling
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2001,1274.9923,1216.4501,1335.6223,2009-2016,-2.5353,-3.1996,-1.8666,Trend is Falling
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2002,1200.2015,1145.1157,1257.2484,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2003,1244.0472,1189.6602,1300.2769,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2004,1226.1053,1173.5701,1280.3809,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2005,1198.2989,1148.0601,1250.1651,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2006,1155.2334,1107.2465,1204.7596,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2007,1211.9093,1164.2182,1261.0498,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2008,1179.0558,1133.3261,1226.1546,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2009,1187.2772,1142.5665,1233.2861,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2010,1148.811,1106.1922,1192.6488,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2011,1099.8031,1059.6134,1141.1246,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2012,1094.1043,1055.551,1133.7048,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2013,1073.4195,1036.5816,1111.2309,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2014,1008.3132,973.9151,1043.615,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2015,1017.8462,984.5665,1051.9634,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,2016,978.1694,946.6648,1010.4549,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2000,2.65,1.9468,3.524,2000-2016,-0.97,-2.182,0.2571,Stable
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2001,2.7637,2.051,3.6421,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2002,2.8245,2.1154,3.694,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2003,2.38,1.7421,3.1737,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2004,2.7741,2.0887,3.6108,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2005,2.4479,1.8159,3.2273,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2006,2.2651,1.6693,3.0035,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2007,2.2383,1.6551,2.9596,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2008,2.2859,1.7013,3.0052,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2009,2.6107,1.9915,3.3606,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2010,2.6083,1.9993,3.3445,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2011,2.4676,1.8781,3.1837,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2012,2.8564,2.2222,3.6151,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2013,2.076,1.5456,2.7291,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2014,1.7196,1.2444,2.3159,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2015,2.5395,1.9598,3.2363,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,2016,2.3345,1.7856,2.9987,,,,,
Male,Black (includes Hispanic),All Ages,2000,341.2036,337.3239,345.1128,2000-2016,-2.6933,-2.7449,-2.6418,Trend is Falling
Male,Black (includes Hispanic),All Ages,2001,334.1439,330.3153,338.0018,,,,,
Male,Black (includes Hispanic),All Ages,2002,325.7973,322.0419,329.5816,,,,,
Male,Black (includes Hispanic),All Ages,2003,314.6008,310.9467,318.2833,,,,,
Male,Black (includes Hispanic),All Ages,2004,307.3027,303.7216,310.9117,,,,,
Male,Black (includes Hispanic),All Ages,2005,300.3318,296.842,303.8486,,,,,
Male,Black (includes Hispanic),All Ages,2006,290.1615,286.7773,293.5722,,,,,
Male,Black (includes Hispanic),All Ages,2007,286.5741,283.2514,289.9226,,,,,
Male,Black (includes Hispanic),All Ages,2008,275.2605,272.0652,278.4808,,,,,
Male,Black (includes Hispanic),All Ages,2009,268.915,265.8114,272.0427,,,,,
Male,Black (includes Hispanic),All Ages,2010,264.1423,261.1168,267.1911,,,,,
Male,Black (includes Hispanic),All Ages,2011,253.63,250.7283,256.5542,,,,,
Male,Black (includes Hispanic),All Ages,2012,247.1898,244.3825,250.0188,,,,,
Male,Black (includes Hispanic),All Ages,2013,240.2617,237.5453,242.9991,,,,,
Male,Black (includes Hispanic),All Ages,2014,233.9362,231.309,236.5838,,,,,
Male,Black (includes Hispanic),All Ages,2015,226.5523,224.018,229.1062,,,,,
Male,Black (includes Hispanic),All Ages,2016,221.6128,219.1506,224.0939,,,,,
Male,Black (includes Hispanic),Ages < 50,2000,29.8163,28.8373,30.8185,2000-2016,-3.9366,-4.1727,-3.6998,Trend is Falling
Male,Black (includes Hispanic),Ages < 50,2001,28.1341,27.1947,29.0963,,,,,
Male,Black (includes Hispanic),Ages < 50,2002,27.0858,26.1759,28.018,,,,,
Male,Black (includes Hispanic),Ages < 50,2003,27.2824,26.3775,28.2092,,,,,
Male,Black (includes Hispanic),Ages < 50,2004,25.3623,24.4991,26.2472,,,,,
Male,Black (includes Hispanic),Ages < 50,2005,24.5544,23.7122,25.418,,,,,
Male,Black (includes Hispanic),Ages < 50,2006,23.3791,22.5609,24.2185,,,,,
Male,Black (includes Hispanic),Ages < 50,2007,22.1401,21.3465,22.9548,,,,,
Male,Black (includes Hispanic),Ages < 50,2008,22.1198,21.3289,22.9315,,,,,
Male,Black (includes Hispanic),Ages < 50,2009,20.2788,19.5224,21.056,,,,,
Male,Black (includes Hispanic),Ages < 50,2010,19.068,18.3344,19.8224,,,,,
Male,Black (includes Hispanic),Ages < 50,2011,18.4051,17.6848,19.1462,,,,,
Male,Black (includes Hispanic),Ages < 50,2012,17.9631,17.252,18.6948,,,,,
Male,Black (includes Hispanic),Ages < 50,2013,17.5924,16.8862,18.3193,,,,,
Male,Black (includes Hispanic),Ages < 50,2014,17.3312,16.6276,18.0557,,,,,
Male,Black (includes Hispanic),Ages < 50,2015,16.3698,15.6877,17.0726,,,,,
Male,Black (includes Hispanic),Ages < 50,2016,16.1842,15.5071,16.882,,,,,
Male,Black (includes Hispanic),Ages 50-64,2000,482.793,473.0498,492.6859,2000-2016,-2.5568,-2.6321,-2.4814,Trend is Falling
Male,Black (includes Hispanic),Ages 50-64,2001,467.0938,457.6919,476.6395,,,,,
Male,Black (includes Hispanic),Ages 50-64,2002,464.228,455.0617,473.5316,,,,,
Male,Black (includes Hispanic),Ages 50-64,2003,450.4981,441.6898,459.4372,,,,,
Male,Black (includes Hispanic),Ages 50-64,2004,435.8444,427.3914,444.4221,,,,,
Male,Black (includes Hispanic),Ages 50-64,2005,428.0656,419.8861,436.3638,,,,,
Male,Black (includes Hispanic),Ages 50-64,2006,411.2444,403.4156,419.1864,,,,,
Male,Black (includes Hispanic),Ages 50-64,2007,405.2073,397.6504,412.8713,,,,,
Male,Black (includes Hispanic),Ages 50-64,2008,390.0412,382.8143,397.3699,,,,,
Male,Black (includes Hispanic),Ages 50-64,2009,387.8168,380.7939,394.9365,,,,,
Male,Black (includes Hispanic),Ages 50-64,2010,376.1599,369.4282,382.9834,,,,,
Male,Black (includes Hispanic),Ages 50-64,2011,364.7816,358.2958,371.3553,,,,,
Male,Black (includes Hispanic),Ages 50-64,2012,358.4735,352.1357,364.8968,,,,,
Male,Black (includes Hispanic),Ages 50-64,2013,346.8445,340.6983,353.074,,,,,
Male,Black (includes Hispanic),Ages 50-64,2014,337.6646,331.6787,343.7318,,,,,
Male,Black (includes Hispanic),Ages 50-64,2015,327.2059,321.3845,333.1068,,,,,
Male,Black (includes Hispanic),Ages 50-64,2016,317.086,311.4188,322.8311,,,,,
Male,Black (includes Hispanic),Ages 65+,2000,1956.1255,1928.2829,1984.2684,2000-2016,-2.6385,-2.7136,-2.5633,Trend is Falling
Male,Black (includes Hispanic),Ages 65+,2001,1928.5273,1900.9167,1956.4369,,,,,
Male,Black (includes Hispanic),Ages 65+,2002,1871.8888,1844.7666,1899.3076,,,,,
Male,Black (includes Hispanic),Ages 65+,2003,1798.4645,1772.0434,1825.1783,,,,,
Male,Black (includes Hispanic),Ages 65+,2004,1769.1011,1743.0978,1795.3925,,,,,
Male,Black (includes Hispanic),Ages 65+,2005,1727.8003,1702.4353,1753.4457,,,,,
Male,Black (includes Hispanic),Ages 65+,2006,1674.0189,1649.3759,1698.9354,,,,,
Male,Black (includes Hispanic),Ages 65+,2007,1659.892,1635.6284,1684.4223,,,,,
Male,Black (includes Hispanic),Ages 65+,2008,1588.4873,1565.1671,1612.0656,,,,,
Male,Black (includes Hispanic),Ages 65+,2009,1551.4595,1528.7974,1574.3715,,,,,
Male,Black (includes Hispanic),Ages 65+,2010,1534.4608,1512.3151,1556.8475,,,,,
Male,Black (includes Hispanic),Ages 65+,2011,1468.5808,1447.3728,1490.0203,,,,,
Male,Black (includes Hispanic),Ages 65+,2012,1427.6397,1407.1652,1448.336,,,,,
Male,Black (includes Hispanic),Ages 65+,2013,1388.7441,1368.9596,1408.7414,,,,,
Male,Black (includes Hispanic),Ages 65+,2014,1351.0826,1331.9903,1370.3786,,,,,
Male,Black (includes Hispanic),Ages 65+,2015,1310.5735,1292.1821,1329.1598,,,,,
Male,Black (includes Hispanic),Ages 65+,2016,1284.5608,1266.7153,1302.5934,,,,,
Male,Black (includes Hispanic),Ages <15,2000,2.4796,2.0639,2.9546,2000-2016,-1.8379,-2.8973,-0.767,Trend is Falling
Male,Black (includes Hispanic),Ages <15,2001,2.6578,2.2283,3.146,,,,,
Male,Black (includes Hispanic),Ages <15,2002,2.8348,2.3904,3.3379,,,,,
Male,Black (includes Hispanic),Ages <15,2003,2.5626,2.1421,3.0419,,,,,
Male,Black (includes Hispanic),Ages <15,2004,2.4283,2.0176,2.8981,,,,,
Male,Black (includes Hispanic),Ages <15,2005,2.8862,2.4364,3.3949,,,,,
Male,Black (includes Hispanic),Ages <15,2006,2.4039,1.9943,2.8725,,,,,
Male,Black (includes Hispanic),Ages <15,2007,2.1867,1.7986,2.6333,,,,,
Male,Black (includes Hispanic),Ages <15,2008,2.2536,1.8603,2.7051,,,,,
Male,Black (includes Hispanic),Ages <15,2009,1.8274,1.4747,2.2386,,,,,
Male,Black (includes Hispanic),Ages <15,2010,1.8471,1.4942,2.258,,,,,
Male,Black (includes Hispanic),Ages <15,2011,2.2354,1.8453,2.6833,,,,,
Male,Black (includes Hispanic),Ages <15,2012,2.4593,2.0501,2.9262,,,,,
Male,Black (includes Hispanic),Ages <15,2013,1.9357,1.5749,2.3543,,,,,
Male,Black (includes Hispanic),Ages <15,2014,2.0366,1.6657,2.4653,,,,,
Male,Black (includes Hispanic),Ages <15,2015,2.0291,1.6595,2.4563,,,,,
Male,Black (includes Hispanic),Ages <15,2016,2.2229,1.8367,2.6663,,,,,
Male,Black (includes Hispanic),Ages 15-39,2000,12.579,11.7318,13.4703,2000-2016,-1.8282,-2.2771,-1.3772,Trend is Falling
Male,Black (includes Hispanic),Ages 15-39,2001,12.1272,11.2945,13.004,,,,,
Male,Black (includes Hispanic),Ages 15-39,2002,11.9659,11.1363,12.8398,,,,,
Male,Black (includes Hispanic),Ages 15-39,2003,10.7837,9.9962,11.6156,,,,,
Male,Black (includes Hispanic),Ages 15-39,2004,10.5896,9.813,11.4102,,,,,
Male,Black (includes Hispanic),Ages 15-39,2005,11.5894,10.7727,12.4501,,,,,
Male,Black (includes Hispanic),Ages 15-39,2006,10.8035,10.0161,11.6347,,,,,
Male,Black (includes Hispanic),Ages 15-39,2007,9.8666,9.1197,10.6566,,,,,
Male,Black (includes Hispanic),Ages 15-39,2008,10.2418,9.4866,11.0395,,,,,
Male,Black (includes Hispanic),Ages 15-39,2009,10.7459,9.972,11.5621,,,,,
Male,Black (includes Hispanic),Ages 15-39,2010,9.521,8.7944,10.2897,,,,,
Male,Black (includes Hispanic),Ages 15-39,2011,9.9591,9.2137,10.7465,,,,,
Male,Black (includes Hispanic),Ages 15-39,2012,9.1184,8.413,9.8652,,,,,
Male,Black (includes Hispanic),Ages 15-39,2013,9.7659,9.038,10.5349,,,,,
Male,Black (includes Hispanic),Ages 15-39,2014,9.4297,8.7213,10.1784,,,,,
Male,Black (includes Hispanic),Ages 15-39,2015,9.5521,8.8453,10.2983,,,,,
Male,Black (includes Hispanic),Ages 15-39,2016,9.076,8.398,9.7925,,,,,
Male,Black (includes Hispanic),Ages 40-64,2000,292.7651,287.5196,298.0811,2000-2016,-2.9048,-2.9715,-2.838,Trend is Falling
Male,Black (includes Hispanic),Ages 40-64,2001,281.4154,276.3641,286.5347,,,,,
Male,Black (includes Hispanic),Ages 40-64,2002,277.5688,272.6558,282.547,,,,,
Male,Black (includes Hispanic),Ages 40-64,2003,272.8352,268.079,277.6537,,,,,
Male,Black (includes Hispanic),Ages 40-64,2004,261.3549,256.8013,265.9683,,,,,
Male,Black (includes Hispanic),Ages 40-64,2005,254.1021,249.7072,258.5546,,,,,
Male,Black (includes Hispanic),Ages 40-64,2006,244.2625,240.0432,248.5371,,,,,
Male,Black (includes Hispanic),Ages 40-64,2007,239.5815,235.5007,243.7153,,,,,
Male,Black (includes Hispanic),Ages 40-64,2008,231.5644,227.6375,235.5423,,,,,
Male,Black (includes Hispanic),Ages 40-64,2009,225.7958,222.0032,229.6375,,,,,
Male,Black (includes Hispanic),Ages 40-64,2010,218.5781,214.9294,222.2741,,,,,
Male,Black (includes Hispanic),Ages 40-64,2011,210.5996,207.0842,214.1609,,,,,
Male,Black (includes Hispanic),Ages 40-64,2012,207.2582,203.8096,210.7518,,,,,
Male,Black (includes Hispanic),Ages 40-64,2013,200.2512,196.8977,203.6489,,,,,
Male,Black (includes Hispanic),Ages 40-64,2014,195.4214,192.1369,198.7494,,,,,
Male,Black (includes Hispanic),Ages 40-64,2015,187.8342,184.6486,191.0628,,,,,
Male,Black (includes Hispanic),Ages 40-64,2016,182.8182,179.6994,185.9795,,,,,
Male,Black (includes Hispanic),Ages 65-74,2000,1378.685,1350.7332,1407.0677,2000-2003,-4.4194,-5.5588,-3.2663,Trend is Falling
Male,Black (includes Hispanic),Ages 65-74,2001,1337.3887,1310.1,1365.1009,2003-2016,-2.2044,-2.3256,-2.0832,Trend is Falling
Male,Black (includes Hispanic),Ages 65-74,2002,1273.5151,1247.0978,1300.349,,,,,
Male,Black (includes Hispanic),Ages 65-74,2003,1209.6415,1184.1844,1235.506,,,,,
Male,Black (includes Hispanic),Ages 65-74,2004,1191.941,1166.9191,1217.3624,,,,,
Male,Black (includes Hispanic),Ages 65-74,2005,1160.2232,1135.8532,1184.9826,,,,,
Male,Black (includes Hispanic),Ages 65-74,2006,1126.217,1102.5282,1150.2849,,,,,
Male,Black (includes Hispanic),Ages 65-74,2007,1102.2802,1079.1511,1125.7786,,,,,
Male,Black (includes Hispanic),Ages 65-74,2008,1066.2924,1043.8959,1089.0467,,,,,
Male,Black (includes Hispanic),Ages 65-74,2009,1061.5644,1039.516,1083.9607,,,,,
Male,Black (includes Hispanic),Ages 65-74,2010,1041.1614,1019.6807,1062.9788,,,,,
Male,Black (includes Hispanic),Ages 65-74,2011,1029.6223,1008.5739,1050.9973,,,,,
Male,Black (includes Hispanic),Ages 65-74,2012,993.2828,973.1553,1013.7198,,,,,
Male,Black (includes Hispanic),Ages 65-74,2013,967.4653,948.1217,987.1022,,,,,
Male,Black (includes Hispanic),Ages 65-74,2014,952.5602,933.8568,971.5419,,,,,
Male,Black (includes Hispanic),Ages 65-74,2015,923.4067,905.4521,941.6256,,,,,
Male,Black (includes Hispanic),Ages 65-74,2016,905.2224,887.8886,922.8077,,,,,
Male,Black (includes Hispanic),Ages 75+,2000,2587.9707,2538.4175,2638.2499,2000-2007,-2.1736,-2.5391,-1.8068,Trend is Falling
Male,Black (includes Hispanic),Ages 75+,2001,2575.3611,2525.9328,2625.5142,2007-2016,-3.1413,-3.3871,-2.895,Trend is Falling
Male,Black (includes Hispanic),Ages 75+,2002,2526.6394,2477.8312,2576.1675,,,,,
Male,Black (includes Hispanic),Ages 75+,2003,2442.7646,2395.0402,2491.2006,,,,,
Male,Black (includes Hispanic),Ages 75+,2004,2400.6394,2353.6488,2448.3312,,,,,
Male,Black (includes Hispanic),Ages 75+,2005,2348.8527,2302.9914,2395.3959,,,,,
Male,Black (includes Hispanic),Ages 75+,2006,2273.4331,2228.8852,2318.6462,,,,,
Male,Black (includes Hispanic),Ages 75+,2007,2270.0401,2226.0538,2314.6751,,,,,
Male,Black (includes Hispanic),Ages 75+,2008,2159.8819,2117.7119,2202.6796,,,,,
Male,Black (includes Hispanic),Ages 75+,2009,2087.5111,2046.7137,2128.9169,,,,,
Male,Black (includes Hispanic),Ages 75+,2010,2074.2373,2034.3265,2114.734,,,,,
Male,Black (includes Hispanic),Ages 75+,2011,1948.8967,1910.9893,1987.367,,,,,
Male,Black (includes Hispanic),Ages 75+,2012,1902.9203,1866.196,1940.1857,,,,,
Male,Black (includes Hispanic),Ages 75+,2013,1849.7145,1814.1583,1885.7925,,,,,
Male,Black (includes Hispanic),Ages 75+,2014,1787.1525,1752.8641,1821.943,,,,,
Male,Black (includes Hispanic),Ages 75+,2015,1734.218,1701.1474,1767.7701,,,,,
Male,Black (includes Hispanic),Ages 75+,2016,1699.6393,1667.4929,1732.2496,,,,,
Male,Black (includes Hispanic),Ages < 20,2000,3.1609,2.7446,3.6223,2000-2016,-2.0939,-2.8219,-1.3605,Trend is Falling
Male,Black (includes Hispanic),Ages < 20,2001,3.0525,2.6468,3.5027,,,,,
Male,Black (includes Hispanic),Ages < 20,2002,3.137,2.7268,3.5914,,,,,
Male,Black (includes Hispanic),Ages < 20,2003,2.7783,2.395,3.2057,,,,,
Male,Black (includes Hispanic),Ages < 20,2004,2.8287,2.4424,3.2589,,,,,
Male,Black (includes Hispanic),Ages < 20,2005,2.9792,2.5839,3.4179,,,,,
Male,Black (includes Hispanic),Ages < 20,2006,2.7021,2.3282,3.119,,,,,
Male,Black (includes Hispanic),Ages < 20,2007,2.3832,2.0349,2.774,,,,,
Male,Black (includes Hispanic),Ages < 20,2008,2.6153,2.2522,3.0203,,,,,
Male,Black (includes Hispanic),Ages < 20,2009,2.2786,1.9415,2.6575,,,,,
Male,Black (includes Hispanic),Ages < 20,2010,2.1186,1.7937,2.4855,,,,,
Male,Black (includes Hispanic),Ages < 20,2011,2.4393,2.088,2.8327,,,,,
Male,Black (includes Hispanic),Ages < 20,2012,2.6248,2.259,3.0329,,,,,
Male,Black (includes Hispanic),Ages < 20,2013,2.2485,1.9105,2.6292,,,,,
Male,Black (includes Hispanic),Ages < 20,2014,2.4209,2.0686,2.8159,,,,,
Male,Black (includes Hispanic),Ages < 20,2015,2.2303,1.8929,2.6103,,,,,
Male,Black (includes Hispanic),Ages < 20,2016,2.3722,2.025,2.7619,,,,,
Male,Hispanic (any race),All Ages,2000,172.0983,168.5663,175.6763,2000-2016,-1.6101,-1.7089,-1.5112,Trend is Falling
Male,Hispanic (any race),All Ages,2001,171.5849,168.1679,175.0452,,,,,
Male,Hispanic (any race),All Ages,2002,169.424,166.1017,172.7876,,,,,
Male,Hispanic (any race),All Ages,2003,164.8757,161.7046,168.0857,,,,,
Male,Hispanic (any race),All Ages,2004,161.0898,158.04,164.1764,,,,,
Male,Hispanic (any race),All Ages,2005,164.8304,161.819,167.8767,,,,,
Male,Hispanic (any race),All Ages,2006,155.4724,152.6367,158.3411,,,,,
Male,Hispanic (any race),All Ages,2007,153.3853,150.653,156.1488,,,,,
Male,Hispanic (any race),All Ages,2008,153.0252,150.3777,155.7021,,,,,
Male,Hispanic (any race),All Ages,2009,150.0377,147.4896,152.6136,,,,,
Male,Hispanic (any race),All Ages,2010,148.6591,146.1948,151.1497,,,,,
Male,Hispanic (any race),All Ages,2011,146.2716,143.9066,148.6613,,,,,
Male,Hispanic (any race),All Ages,2012,143.2029,140.9369,145.4922,,,,,
Male,Hispanic (any race),All Ages,2013,140.2396,138.0595,142.4417,,,,,
Male,Hispanic (any race),All Ages,2014,138.3295,136.2217,140.4582,,,,,
Male,Hispanic (any race),All Ages,2015,136.1497,134.121,138.1982,,,,,
Male,Hispanic (any race),All Ages,2016,133.7644,131.8067,135.7408,,,,,
Male,Hispanic (any race),Ages < 50,2000,13.7706,13.0877,14.4771,2000-2016,-1.5284,-1.818,-1.238,Trend is Falling
Male,Hispanic (any race),Ages < 50,2001,14.1134,13.439,14.8103,,,,,
Male,Hispanic (any race),Ages < 50,2002,12.9893,12.3617,13.6382,,,,,
Male,Hispanic (any race),Ages < 50,2003,13.4704,12.8462,14.1151,,,,,
Male,Hispanic (any race),Ages < 50,2004,12.7436,12.1518,13.3548,,,,,
Male,Hispanic (any race),Ages < 50,2005,12.5747,12,13.1682,,,,,
Male,Hispanic (any race),Ages < 50,2006,11.6674,11.1266,12.2261,,,,,
Male,Hispanic (any race),Ages < 50,2007,12.3817,11.8337,12.9469,,,,,
Male,Hispanic (any race),Ages < 50,2008,12.5528,12.0124,13.1098,,,,,
Male,Hispanic (any race),Ages < 50,2009,11.8778,11.3629,12.4088,,,,,
Male,Hispanic (any race),Ages < 50,2010,11.5182,11.0181,12.0339,,,,,
Male,Hispanic (any race),Ages < 50,2011,11.207,10.721,11.7083,,,,,
Male,Hispanic (any race),Ages < 50,2012,11.5424,11.0544,12.0453,,,,,
Male,Hispanic (any race),Ages < 50,2013,11.1561,10.6812,11.6457,,,,,
Male,Hispanic (any race),Ages < 50,2014,11.0892,10.6212,11.5717,,,,,
Male,Hispanic (any race),Ages < 50,2015,11.1758,10.7107,11.6551,,,,,
Male,Hispanic (any race),Ages < 50,2016,10.7219,10.2727,11.1848,,,,,
Male,Hispanic (any race),Ages 50-64,2000,188.9139,181.8723,196.157,2000-2002,2.4905,-2.3713,7.5945,Stable
Male,Hispanic (any race),Ages 50-64,2001,195.7145,188.7454,202.8737,2002-2007,-2.5218,-3.8612,-1.1639,Trend is Falling
Male,Hispanic (any race),Ages 50-64,2002,198.7246,191.9171,205.7106,2007-2012,-0.4973,-1.6988,0.7189,Stable
Male,Hispanic (any race),Ages 50-64,2003,193.1197,186.6041,199.8035,2012-2016,-2.1777,-3.2489,-1.0947,Trend is Falling
Male,Hispanic (any race),Ages 50-64,2004,189.5351,183.2675,195.9611,,,,,
Male,Hispanic (any race),Ages 50-64,2005,187.0753,181.0474,193.2514,,,,,
Male,Hispanic (any race),Ages 50-64,2006,177.1561,171.4865,182.9643,,,,,
Male,Hispanic (any race),Ages 50-64,2007,175.8903,170.4246,181.4859,,,,,
Male,Hispanic (any race),Ages 50-64,2008,175.4812,170.1895,180.8946,,,,,
Male,Hispanic (any race),Ages 50-64,2009,173.4758,168.3813,178.6847,,,,,
Male,Hispanic (any race),Ages 50-64,2010,170.384,165.4981,175.377,,,,,
Male,Hispanic (any race),Ages 50-64,2011,173.6255,168.8354,178.5166,,,,,
Male,Hispanic (any race),Ages 50-64,2012,171.9764,167.3227,176.7263,,,,,
Male,Hispanic (any race),Ages 50-64,2013,166.7771,162.3056,171.3401,,,,,
Male,Hispanic (any race),Ages 50-64,2014,162.0788,157.7848,166.4598,,,,,
Male,Hispanic (any race),Ages 50-64,2015,160.1869,156.0315,164.4247,,,,,
Male,Hispanic (any race),Ages 50-64,2016,157.3053,153.2856,161.4036,,,,,
Male,Hispanic (any race),Ages 65+,2000,1058.6923,1032.3566,1085.5222,2000-2016,-1.6746,-1.7894,-1.5597,Trend is Falling
Male,Hispanic (any race),Ages 65+,2001,1044.5978,1019.1912,1070.4712,,,,,
Male,Hispanic (any race),Ages 65+,2002,1030.3645,1005.6498,1055.5254,,,,,
Male,Hispanic (any race),Ages 65+,2003,998.2728,974.7106,1022.2546,,,,,
Male,Hispanic (any race),Ages 65+,2004,976.7324,954.0642,999.7977,,,,,
Male,Hispanic (any race),Ages 65+,2005,1010.2147,987.7599,1033.0451,,,,,
Male,Hispanic (any race),Ages 65+,2006,953.1365,931.9886,974.6382,,,,,
Male,Hispanic (any race),Ages 65+,2007,934.0347,913.6819,954.7218,,,,,
Male,Hispanic (any race),Ages 65+,2008,930.6917,910.9764,950.7218,,,,,
Male,Hispanic (any race),Ages 65+,2009,913.2976,894.3183,932.574,,,,,
Male,Hispanic (any race),Ages 65+,2010,908.1171,889.7471,926.767,,,,,
Male,Hispanic (any race),Ages 65+,2011,887.1617,869.576,905.0101,,,,,
Male,Hispanic (any race),Ages 65+,2012,862.9181,846.1141,879.969,,,,,
Male,Hispanic (any race),Ages 65+,2013,847.8518,831.6879,864.2482,,,,,
Male,Hispanic (any race),Ages 65+,2014,838.6963,823.0657,854.5463,,,,,
Male,Hispanic (any race),Ages 65+,2015,823.1987,808.1773,838.4265,,,,,
Male,Hispanic (any race),Ages 65+,2016,810.3431,795.8517,825.0296,,,,,
Male,Hispanic (any race),Ages <15,2000,3.2806,2.8108,3.8054,2000-2016,-1.8509,-2.7107,-0.9835,Trend is Falling
Male,Hispanic (any race),Ages <15,2001,2.4686,2.0729,2.9168,,,,,
Male,Hispanic (any race),Ages <15,2002,2.657,2.2515,3.1134,,,,,
Male,Hispanic (any race),Ages <15,2003,3.1277,2.6943,3.6101,,,,,
Male,Hispanic (any race),Ages <15,2004,2.5378,2.1518,2.972,,,,,
Male,Hispanic (any race),Ages <15,2005,2.4561,2.0855,2.8728,,,,,
Male,Hispanic (any race),Ages <15,2006,2.3381,1.983,2.7376,,,,,
Male,Hispanic (any race),Ages <15,2007,2.3687,2.0136,2.7673,,,,,
Male,Hispanic (any race),Ages <15,2008,2.2207,1.8856,2.5976,,,,,
Male,Hispanic (any race),Ages <15,2009,2.3698,2.026,2.7547,,,,,
Male,Hispanic (any race),Ages <15,2010,2.2189,1.8906,2.5874,,,,,
Male,Hispanic (any race),Ages <15,2011,2.2227,1.8967,2.5883,,,,,
Male,Hispanic (any race),Ages <15,2012,2.3556,2.0226,2.7276,,,,,
Male,Hispanic (any race),Ages <15,2013,2.0706,1.7599,2.4201,,,,,
Male,Hispanic (any race),Ages <15,2014,2.2665,1.9419,2.6296,,,,,
Male,Hispanic (any race),Ages <15,2015,2.1747,1.8589,2.5285,,,,,
Male,Hispanic (any race),Ages <15,2016,2.3108,1.9871,2.6721,,,,,
Male,Hispanic (any race),Ages 15-39,2000,7.5277,6.9316,8.1603,2000-2016,-0.0937,-0.4156,0.2292,Stable
Male,Hispanic (any race),Ages 15-39,2001,8.0659,7.4568,8.7103,,,,,
Male,Hispanic (any race),Ages 15-39,2002,7.3945,6.8247,7.9984,,,,,
Male,Hispanic (any race),Ages 15-39,2003,7.616,7.0437,8.2215,,,,,
Male,Hispanic (any race),Ages 15-39,2004,7.7456,7.1748,8.3489,,,,,
Male,Hispanic (any race),Ages 15-39,2005,7.2764,6.7348,7.8493,,,,,
