Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type,,,
Male,Black (includes Hispanic),Ages < 20,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Black (includes Hispanic),Ages < 20,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Black (includes Hispanic),Ages < 20,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Black (includes Hispanic),Ages < 20,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Black (includes Hispanic),Ages < 20,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2000,7.7703,7.0601,8.5242,2000-2016,-1.3972,-1.7902,-1.0027,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2001,7.6789,6.9894,8.4101,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2002,6.8894,6.2539,7.5644,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2003,6.6694,6.0608,7.3155,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2004,6.7569,6.1635,7.3854,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2005,6.7581,6.1683,7.3824,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2006,6.6056,6.04,7.2035,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2007,6.6846,6.1297,7.2703,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2008,6.4261,5.8967,6.9847,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2009,6.7136,6.1888,7.2658,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2010,6.219,5.7274,6.7368,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2011,6.1132,5.64,6.611,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2012,6.2037,5.738,6.693,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2013,6.4142,5.9488,6.9022,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2014,6.2331,5.7908,6.6966,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2015,5.6313,5.2257,6.0567,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),All Ages,2016,5.9583,5.5448,6.3913,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2000,1.0533,0.8719,1.2585,2000-2016,-4.2918,-5.2662,-3.3072,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2001,1.0645,0.8874,1.264,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2002,0.9182,0.7594,1.0983,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2003,1.0284,0.8653,1.2114,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2004,1.0588,0.8935,1.2439,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2005,0.7784,0.641,0.9347,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2006,0.7619,0.6309,0.9107,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2007,0.8228,0.6862,0.977,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2008,0.8048,0.6751,0.9509,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2009,0.8374,0.7056,0.9853,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2010,0.6949,0.5761,0.8297,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2011,0.5619,0.4572,0.6821,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2012,0.7366,0.6171,0.8713,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2013,0.5772,0.4728,0.6968,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2014,0.6043,0.499,0.7243,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2015,0.5763,0.4746,0.6923,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 50,2016,0.5204,0.4253,0.6295,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2000,10.4042,8.8024,12.2118,2000-2016,-2.8242,-3.6771,-1.9638,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2001,10.0799,8.5462,11.8076,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2002,8.6814,7.2985,10.2481,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2003,7.7836,6.5216,9.2174,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2004,7.8766,6.6535,9.2592,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2005,6.833,5.7199,8.0979,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2006,7.8369,6.6815,9.1338,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2007,7.0545,5.9935,8.248,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2008,6.8497,5.8327,7.9918,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2009,8.1919,7.1139,9.3864,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2010,7.4889,6.4922,8.5946,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2011,6.7918,5.8729,7.8133,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2012,6.1354,5.284,7.0846,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2013,6.1059,5.2777,7.0269,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2014,6.7718,5.9166,7.7156,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2015,6.0443,5.2591,6.9135,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 50-64,2016,5.9087,5.1499,6.7477,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2000,43.105,37.9764,48.7296,2000-2016,-0.7293,-1.1988,-0.2576,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2001,42.7028,37.7136,48.1639,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2002,38.9523,34.3357,44.0143,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2003,37.6465,33.2119,42.5045,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2004,38.054,33.7342,42.7717,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2005,40.9081,36.5369,45.6553,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2006,38.6036,34.4467,43.1193,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2007,39.8089,35.7092,44.2462,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2008,38.1094,34.1988,42.3399,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2009,38.6049,34.759,42.7544,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2010,36.342,32.728,40.2412,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2011,37.0935,33.5871,40.8642,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2012,37.5884,34.1352,41.2926,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2013,40.201,36.7237,43.915,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2014,37.8229,34.5496,41.3193,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2015,34.085,31.0905,37.2878,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65+,2016,37.1539,34.0737,40.4337,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages <15,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2000,0.6727,0.5056,0.8768,2000-2016,-3.5389,-5.0891,-1.9633,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2001,0.7372,0.5614,0.9493,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2002,0.712,0.5444,0.9141,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2003,0.8655,0.6804,1.0845,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2004,0.639,0.4855,0.8251,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2005,0.5301,0.393,0.6992,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2006,0.5989,0.4553,0.7732,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2007,0.5047,0.3742,0.6655,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2008,0.6476,0.5016,0.8225,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2009,0.735,0.5761,0.9231,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2010,0.4779,0.3545,0.6296,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2011,0.4669,0.3442,0.6182,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2012,0.49,0.3681,0.6391,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2013,0.4206,0.307,0.5619,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2014,0.5406,0.4094,0.6995,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2015,0.4605,0.343,0.6047,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 15-39,2016,0.374,0.271,0.5029,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2000,6.8187,5.9344,7.7954,2000-2016,-3.2931,-3.987,-2.5941,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2001,6.5664,5.7219,7.4982,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2002,5.5995,4.8407,6.4411,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2003,5.1838,4.4814,5.9634,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2004,5.5881,4.8877,6.36,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2005,4.57,3.9481,5.2605,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2006,4.9166,4.2875,5.6106,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2007,4.7855,4.1867,5.445,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2008,4.4472,3.8833,5.0687,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2009,5.1359,4.5458,5.7805,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2010,4.753,4.2027,5.3546,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2011,4.1249,3.6261,4.6724,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2012,4.1706,3.6823,4.7053,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2013,3.8761,3.4149,4.3818,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2014,4.1029,3.6366,4.6122,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2015,3.7789,3.3428,4.256,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 40-64,2016,3.6539,3.2338,4.1133,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2000,30.6709,25.8316,36.148,2000-2016,-1.6236,-2.2516,-0.9915,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2001,24.9821,20.7305,29.8454,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2002,26.5607,22.2673,31.4391,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2003,24.5563,20.4818,29.1994,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2004,25.0081,20.9586,29.6066,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2005,25.0074,21.0262,29.5172,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2006,23.0138,19.2845,27.2494,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2007,24.447,20.6663,28.7137,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2008,22.6472,19.1212,26.6316,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2009,21.4044,18.0498,25.197,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2010,21.2113,17.9093,24.9367,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2011,22.5022,19.2422,26.154,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2012,23.4822,20.1996,27.1397,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2013,23.301,20.1626,26.7863,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2014,21.8429,18.8776,25.1374,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2015,22.2295,19.3331,25.4337,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 65-74,2016,19.3403,16.7261,22.2434,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2000,56.7106,47.5128,67.1682,2000-2016,-0.3149,-0.9988,0.3737,Stable,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2001,62.0929,52.8563,72.4932,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2002,52.5113,44.1883,61.9505,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2003,51.9701,43.9407,61.0459,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2004,52.3289,44.5533,61.0803,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2005,58.3068,50.3562,67.1653,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2006,55.6623,48.0671,64.1194,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2007,56.6181,49.1866,64.8578,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2008,55.0284,47.8893,62.9315,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2009,57.4259,50.3342,65.2362,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2010,52.8982,46.3243,60.144,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2011,53.0596,46.7128,60.031,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2012,53.0237,46.8173,59.8231,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2013,58.6933,52.3339,65.6114,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2014,55.3086,49.3291,61.8134,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2015,47.0574,41.7057,52.9057,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages 75+,2016,56.6458,50.9131,62.8475,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2008,0.1767,0.1009,0.2863,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Hispanic (any race),Ages < 20,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2000,10.7599,10.5505,10.9725,2000-2006,-2.9891,-3.5024,-2.4731,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2001,10.4293,10.2242,10.6375,2006-2016,-2.0205,-2.2682,-1.7722,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2002,10.188,9.9867,10.3923,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2003,9.9561,9.7586,10.1567,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2004,9.3889,9.1983,9.5823,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2005,9.36,9.171,9.552,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2006,8.8812,8.6992,9.0661,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2007,8.7721,8.5926,8.9545,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2008,8.665,8.4878,8.8449,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2009,8.482,8.3084,8.6584,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2010,8.2041,8.0349,8.3761,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2011,8.2902,8.1212,8.4619,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2012,8.0121,7.848,8.179,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2013,7.7297,7.57,7.8921,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2014,7.5948,7.4379,7.7544,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2015,7.5043,7.3497,7.6616,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,All Ages,2016,7.2773,7.1263,7.4309,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2000,1.2792,1.1978,1.3648,2000-2016,-4.8932,-5.4323,-4.3511,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2001,1.2029,1.1242,1.2859,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2002,1.1225,1.0462,1.203,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2003,1.0082,0.9358,1.0849,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2004,0.9711,0.8997,1.0468,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2005,0.9126,0.843,0.9864,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2006,0.8174,0.7515,0.8877,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2007,0.8621,0.7938,0.9349,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2008,0.8453,0.7771,0.918,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2009,0.7474,0.683,0.8163,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2010,0.7382,0.6738,0.8073,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2011,0.7851,0.7177,0.8572,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2012,0.6355,0.5747,0.701,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2013,0.6014,0.542,0.6657,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2014,0.5988,0.5389,0.6636,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2015,0.5917,0.5318,0.6564,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 50,2016,0.5895,0.5297,0.6542,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2000,12.737,12.1919,13.3001,2000-2005,-5.7148,-7.002,-4.4098,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2001,12.2228,11.6965,12.7666,2005-2016,-3.1283,-3.5586,-2.6961,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2002,11.4231,10.9246,11.9385,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2003,11.1068,10.6246,11.6054,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2004,10.0093,9.5594,10.4749,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2005,9.5983,9.1652,10.0467,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2006,9.4336,9.0097,9.8725,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2007,8.9227,8.5188,9.3409,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2008,8.4426,8.0547,8.8444,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2009,8.474,8.0894,8.8722,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2010,8.1874,7.8145,8.5735,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2011,8.0314,7.6675,8.4082,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2012,7.9516,7.5891,8.3272,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2013,7.3077,6.9604,7.6679,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2014,7.0555,6.7156,7.4082,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2015,7.1218,6.7803,7.4763,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 50-64,2016,6.7045,6.3714,7.0506,,,,,,Non-Hodgkin Lymphoma,,,
